sent	label
2393^297^~3328^4168^~6343v~4937v9217^3620^~3002^~7125v~1021	1
9663^4072	0
~2653^~440^~17^~8287	0
~4^4371v8287^~2694^~5578	0
2985^4955^~7876v~6445^~2921^2783v8984^~8214^~382v~4658^~2485	1
3759^7933^~1196v~316	1
~5634^~6025^2151^~2026^8113	0
950^5482^5750^~8369v~8776^5220^6191^8548v5444^9829v~7968^~2905^1651	1
~1719^9094v~8459^4879^1974^~3409v~8798	1
3372v4837^~2259^~1085v~7849^~2939^2340v1331^~217^9060	1
8389^5758^~8293^~4565v~5108^3758v7489	1
~7561^~6501^1105^~3677v~560^~1184^~3796^9783	0
5941v7170^2653^~9935^6473v8654^~7466^4426^795	1
1858v~4369^9888v~9683^~9587^~619^4876	0
~9078^5859^~1384^~2737^~5635v2969^~2022^5058^~4291^~1353v~9514v9883^625	1
7338^~6818^3064v~2216v~9705	0
~1094^9627^~3880v~8022^~2513^7447^~1795v8319^3953^4663	0
~4854^4223^~6042	0
~5483^9841^~1477^1971^~546v~6825^629v4548^2109^8333v~6642^3237^7851	1
~3028^~8329^4138v~3645^~631^7583v~3537^~7809^~6561^8734^5139v~2291^6981^~7924v~8524^6890^6670^2677	1
~3560^2989^5114^~5429^~7155v~867^~6670^~9206^~3335^~534v~5687^~706^4582^6533v7932v3866^~7946^4024^~1489^3433	1
~2504^~1444^~4218^~4047	0
6460^~8217^~8749^~9088^941v1518^5800^~9793^~8253v~3503v498^~911v4099	1
~5779v262^2608	1
2219^~9734^~5027v262^9523^1860^~4532^~6268v~5250^7760^1993^9835^~8413v2631^975^478^~3751^2015v7649^727^160^6596^~8315	0
1029^~6201^5016^6254^7389v~4247^6030v6523^2525v6875^6526^276^9184^2983	0
~9657^3175^~1071^~8826v1015v~3743^9325^4198^2708^7516	1
~2644^6013^6764v9660^~3453^~4330^5842^~457v~2491^3001^~9420^7381	1
~5423v~5758^8619^4784	1
~8431^2630v5336^4109^4373^~2008^5419v6405^8931v~9102^~5583^~5225^~5320^~2228v7345	1
9655^4180v~3127^~3157^~2503^5043^~1604v9315^6124v8241^8030^6807v~2382^~8523^~2546^~1817	0
7850v~4997^~3888^~923^8915^~6624v~4539v~5239^~6051^150^1888v2544^3096^~6371	1
5696^~4724^~4345v3946^5863	0
~9198v9788^666^371^1473v~3443^6630^6327^1894v5503v~6250^~9566^~8391	1
6413^~6425^~5922^~6802v4207^~5430^~8043^3428v~4061^~1870v6948	0
6993^3249^~7779^2603v8299^~7170^~1788^7333^~6654v2144^~204v4821^534^~2122^~3050^~7859	0
4012^1090^3741^~1468v3168	1
9866^6303v~7307^~9575^7787	0
~7880v4140^1071^9166^~8840	1
~2901^~6364v~2498v~4981^~5782^~7991^8938	1
447^5986^~7835^~9231^~4337v~3546^~2439v~7826v7268^~7965^~7741^1394^927	0
~8715^2511v~4587v3869^~9159^~8256^~3346^9733	1
1572v~5325v~1537^2460^~1060v9876^~7242	0
~7522^~1816v~9078^~3100^6579^1088v4417^~150^~726^~7033	0
~7363^184^99^1133^9662v2646^6003^~9653v8444^3741^4177^293v4911^~6261^~5993	0
301^9850^7079^3243^654v~134^~5776^4409^1031^3605v6384	1
~6213v~3125^~5490^~5118^~4805v9621^9528^~5892^6133^~859v~3128^~7015	1
~1489v~2946^1276^~383^1431^~4659	0
~1204	1
7949^8342v~9543^5069	0
~3659^4968^~9684^~9258v1641v4343^~4760^8878v2575^~1984^~3314^4931	1
~5434^~4304^9144^8408^3621v~7523^~9249^260^8794v~8558^~1699^~7389^~2503^4255v~8287^4036^2644	0
~4783^~9482^~5821^562^5581	0
2150	1
8146^1831v8903v1192^~2450^4253^2050^~7198	0
1341^~742^8247^1405v3823v~6237^1841^~6072v4952	1
~1455^~1946^9922^1708^~5531v~2588^4073^~4809^~4346^~7167v~9001^~933^3852v~3187^~2290^~1532^~7727v~7577^~5538^~5828	0
~3642^~7929v~3975^7631^1202^515v7566^~8537^~8661v~9483^~1826	1
~9956^~1915v~1428	1
~8843^~7921^~8631v8726^6234^7021^2965	0
3647^7956^~3243^~2237v~4953^4795^4304^8587^~9383v~919^~1159^~3371^~1354^9240v4935^~1169^~4680^~9953v~4424^1852^~8538	0
~7685^2557^7876v6979^7069^~911^~2576^~6538	0
2593^~1273^8522^6175^7690	0
1478^~7474^~4332	0
~7145v8929^~4212^9685^3861^~4105v~6033^3424^~4951^~3812^~8400	1
8329^8463v2112v~3461^~7562^~5711^~6640^4422v2237^~3880^1959^2347	1
2964^207v~775^7677v477^905^~6308^~8473v7753^~102v~9614^~4009^~7422^~5780	1
~2207	1
~3274v~1391^9836^3085^6691^~5716	0
5703^5605^3381^1846^~325v8485^~4786^8546	0
~3993^~9962^2138v~3656^7824^~5469^~1603	0
~589^~4943^~2117^7191^2602	0
~8784^~5350^~8672^8907v~1105^7671^~1200^2412^4538v~2538	1
890^~6579^4568	0
~3015^~4883^8746v2935^1924^~1464^~4248^~2250	0
~5464^3177^~9455^2119^1656v~8496^~6082^~3426^~1501^7423	0
6779^9245^~359^~8347v~4058v5131^~5574^~9536^6605^~6122v6386^544^5997^5987^~4355	0
~123v~4136^~2753v~9852^4212^~2311	1
~5939^~642v8682^~2009	1
6589^~8769^~1200^238^~2361v~883^~5037v3755^~8852^1585^~2315v~9700^~5231^8198^6749v~3387^~7889^5978	0
4988^~3401v~7840v~1655^6503^~4713^~4062^1578v2732	1
~322v~4673^5056v~6227^~9576	0
~8399^1778^3244v~9510^~3456^~8570v2944^7542	0
4268v9146v9478^1817^~5493^1609v5250^7689^~3732^~4212^5339	1
1788^~187^~7194^6935v6917^7498^1403^~5517	0
~3972^~3325v4950v270^~4709^~2133v~5585v7338	0
7444	1
590^1766^5915^~6718^~7366v~3011^2942^~6905v7401^8788^2696^~312^7209v~5209^4493^1285^~1743^~248v~5868^~2464^9990^~9128	1
7484v~1353v4622v~7454^~4586	1
3058	1
1185^4609^~4264^2807	0
6098^~879^~1180^9701v~3303^5262^7059v~6647^~6994^6725^~7715^~8050	0
~1937^2642^~1658^4^~5599v6422v~3136^3108^~4825v~3122^~4044v~9954	0
~2216^~7989^~2819v3797^~2180^2226^~8909v~3351^2369^9920v2388^~8268^3294^~364v~7306	1
5827^~8136^~2084v7688	1
~4155^7250^~9400^~8588v~8903^3498^8840	0
~5339^3283^2353^~7053^~108v~606v8197^~6156^7113^4790v6105^2601^7969^8708^9137v5333^~9033	0
~9070^~5173^4430v~1471^8759v~8196^941^3975^6370v1653^~7137^~6245	0
4796v~6279^5253v~1380^~8722^2728^9053	1
405v3143^~6075v7498^1417^~4611^~5652^~9800	0
2265^213	0
~4168^4748^~3389^~2974v8928^~8259^~6337^6945	0
4139	0
9095^5657v~8469^~8312	1
1146^~2802^2749^2078v~5049^740v~8414	0
1559^~1551	0
~5897^~9254^~7321^~7661v3719^2992^~2039^206v8005^5377^~5708^~2654^~3909	0
3951^~4777^1468v~4950v~6583^~7335^~6713^7802^3427v1026^8563^8115	1
~9801v2477^~4983^~5708^4595^1710	1
5995^2368v9709^3594^6535^2690^7215v2094^~1854^2129^~2833^1286	0
3627^~2965^1173^6699v~7201	0
~6850^~5342v7495^~2247^~9766v3426^~5261^~5834^3822^~3845v~1603^~1513^7993v3018^~5430^1939^8674^6462	0
~8350v2171^~1642^~915^3184^~5274v6612^~7156^3209	1
9334v5165v780^3418^~9965^6835v5476^7741	1
581^~8732^~7671^3618^~7642v4284^5583^~6406^6387v8453v~9049^2935	1
~2329^~4885v~6640^7528^4209^~684^4152v5862^7704^~450^2314^1720v~7568^~8107v6^~3847^~2515	0
~4877v~5854^3167	1
~3205^7724^~9603^7978v~4637v332^1558v~9353^2046v5645^4806^3426^~6583^~1801	1
~1768v3480^3905^~700^3790v9523^~7578^9436	0
~9672v9629v~2886^~7094^5556^~9770^~5150v~1097^6224^947^~7853	1
9111	0
3679^8616^~4816^9736^~7510v6284^2398^4321^~5041	0
~9420^~8968	1
~5701v7676^~1208^~8629v~2976^1413^3544^9193^~2185v330^~6546	1
~8320v~6763v9494	0
~2880v~375^9392^8077v~8669^~6728^~7915^~1445^7865	1
947^6033^8405^~5188^~2923v5872^~3233^8676^2528^~1610	0
~1357^~2997^7622	0
43^~587v7713^114^~4056^4866v~3077^974v~2091^8086^~4574	0
~3101^1273v~9629^~5605^6569^877v~310^5039^~107^5444v7807v6672^~4799^8526	0
~9509v~2863^~3857^1456^534^~3804v~1259^7804^~1180^~5840v~3938v~8000^4192	1
2895v8947^~7756^~4563v639	0
~2869^4989^~4185^~1896v~3399^9570^~574^1116^8817v~1800^~2972^3215^6869	0
6430^5471^2054^3510^~213v~1656^~7200v8616^~1703v~8063^~2334	1
8758^~2917v~3541^365v7524	0
~9666v8251^6928^~9328^7971^~4410v~9401^~5417^~7930^5751^129	1
~263	0
~5971^~222^~3473^9904^797v~4125v~5054^~3992^9490v~3717^~5394v~425	1
7010^8458^420^709v~2961^~7110v3486^~3883^2183^~5297v7005^1231^~2879^6395^~4589v9000^~7052^~914^~2134^1024	1
4828^3779	0
~7984^~7261^~7259v~3706^8531^8100^1305v2442^3338v~6473^~5170^749^~3364^3538v205^~3227^~2878^~4395	0
324^~1133^~6342^~205^~4665v5687^9237	1
7583^~6311	0
8171^8143^~741^~3798v3920^~6166^2891^~7543	0
5024v~6709^~7609^2254^~36	1
~9865v~2823^9832^111^~6945^758v~2761	1
5122^~7744^~481^7294^81	0
7663^~8765^~5704^~5873^5971v5510^~3796^9790^6497^1813v6427^3093^6347	0
9733v9317^2672^4228^7063	0
9522v~4233^4306^3303^~5608^~3666v~616v~9755^~7617^663^~2302^~5048v~8204^4855	1
~6929^6572v~8173^~7839^~7462^~9648^3682v~7364^~1138^8954	0
~4515^~4686^~3839v9303^~2849^~4506v~6751v2770^~9514^~8614v6128^~3874	0
~6310^6586^~3241	0
~616^834^7598v~803^3718^~8740^4811v6196	1
~6518v~5165v~6266^~1840^4566^~2098^~1118	0
5181^~4950^1847^~5659^~8709	0
8871^4896^~7620^~8167	0
1794	1
~7926^~1003^3460^~6840^1999v6867^7438^7190^8654^~8224v9930^8320^9048^6808v~9402^2180v~1607^6197^~1267	0
3125^~4627v2085^3265v~7851^9226^6288v3272^8431	1
~7531^2734^~8341^3018v621^~2888^~8162^~1440^1705v~5332^~2012^~2279^~6230v~527^7304^~8885^~5292^5663v~2559^~6831^4822^7548	0
~7876^~1611^~9288^4509^~2924v~7276^~1426^~2952^3377^~5814v~7094v~9629^659^9181^2994^7153	0
~5809^~8691^~7948v~8793^~6897v~4611^~9530^~9676	0
~6192v3813^8^~4524^~9046^5537v~8662^~4091^~7447^3764v2798^3428^~7530	1
1213^5253^~5198^~6984	0
9178^6650^6715^6579v~541^7074^8333^5240v2875v~9446^1601^~8143v~7862	1
~9804^~5955v~522^4600^4881v8731^7213v2152^5237^~170v~4854^1082^~6051^~22	0
1368^~7893^4604^4210	0
4473^~8114	0
~9835^4858^~1457v~9338^~3442^~9653v~3393^~4742v~9858v~2083^1191	1
~9370^~4749^5867^9473^~7670v4141^~696^~2190^~9926^5980v~4660v9317^~8384^9660^~5962	1
~6812^~8153^8553^~6141v8108^~4590v485	0
1122^~6251^~5316^~753^~974v5405v5150^3726	1
8212^~8641^6618^~6803	1
~4975v848^4702v~9156^~7055^1672^443^6659v2659^~3744^~9933^9715^3018	0
1626^~1606^6263^~4740^4061v1392^8537^~5955^3014v~9893^2485^6073^6793^9929v~2932^~3967^~1908^180^~4998	0
~6113^323^1780^~3344	0
~1544^~3454^7462^~936^6344v~3906^~1318^~2263^~8200^~8868v3701v8621^~5124v9616^995^~52	1
~4200^~7505^6811v~6500^9437^~3914^1174^~1445v~2987^~1101v~1825^3822	1
~1450^2936v~6863^1851^~4743^7865^1152v~3218^8608^4995^7739v~4324^~2506v~2506^5189	0
~6497v~1408v~2321v~8215^3561^~5085^6830v7295^2483	1
705v6183^~9064^~3011^8960v5354^9474	1
~4351^3124^~456^1092^5127v4656v7449v~7781^~4011^~6109^~8138^~4427	1
5754v~2873^~4534^7525	0
~8520^3000^~1203^3497v~2367^~568^8044^~4587^6964v~1243^7319^75	0
~7918^6486^5959^8779v~7814^856^2938v9754v3914	0
5688^9979v~3780^~4121^9609^2540v~2526^~4551^~4639^~4986^2776v9179	0
~4128^~1244^~8552^~199^6261v~9256^~7639^7736^1829^455v866	0
3618v4065^8225^8970v6219^82^8693^3543v~542v~293^896^~5302^~8427^1616	1
5322v1067^9556v3382^3550^9261	1
~9865^9673^~2949^~224^~8110v~3670	0
~1353^8928^3493^~7098v~8638^1556v2994v~1319^~9911^~7539^~2460v9404^871	1
2283^~769^2623v~3370v4736^~2690^6880^815	1
~7240^~1277^7815^~6711v7930^~1549v~2382^~9569^1023^~8156^3988v~4002^~3667^1213v~8000^~7866^1078	0
8416^9191v~2107^4489^~4353	0
6849^~1826^~9276v~9253^~5460	1
~4038^1969^5930^~3768v5962^~8956^1503	0
~9979^~8034v115^~5849^280v~9528v~3913	1
~881v105^1929^~5864v3738^9434^1593^~1962^~9463v~936	0
~5149^~5353^~7973^~7206	0
4238^~1868^~832v~5796^~5755^~6591v206	0
3076^~1066^901^~2840^~3216	0
4506^1928^353v~7449^~4944^~9017^~6471	0
~1528^~7510v6238	0
~4633^3066^~6784^~492v8818^4759^3417^~4752	0
~9090^~7858^7961^7118^~968v7262^~4946v3778v~2020^7471^5932^~3928^777	1
2120^7560^~2587^~1813v~2454^~8846v2778	1
2627^3581v1799^~9343v~8572^~3719^9383	0
1285v268v9664^5131^2955^~2822v5763^2546v7789^4294^4293	1
~4313v6233^~2103^~9213v~9590^2639^7286v8707^8645^5679^5924v~5766	1
~52^8862v~6776^2477^~5533^3280^~1941v~9857^~8190^~2508	1
4945^~6626^2642	0
~6798^7742^3447^~5317^3137	0
297v~1008^~6886^~114^7229	0
~5293^~7980^1695^9337	0
~2836^8330^~180^9078^~8281v~4187^6929^8328^1074^6461v7491^6681^~2589	0
8687^533^43^~9799^~9489v~8148^~3947^~7715^~5888^6504	0
5402^2977^~5835^3874v3477^~153^3049^8018v4018^~5331^6864v4653^3870^~5815^~7330v5089	1
~3928v857^5657^~1821^~1382^7451v2314^6933^8661^~3329^~1482	1
~6887^48^~4049^~8887v7657^~7167^3448^~4521v6914^3054v4695^1753^5423v~110^~5395^~8032^~4785^~63	1
~8512^~382^~5510^~4380^7487v~2461^~8351v4158^9454v~3597^~4886^8692^3592^9467v4818^8929^~7390^384^~2267	1
2544v5300^3112^~9543v8112v582^~2364^~6150^~457v~824	1
8475^~8817^9589^563	0
9295v~667^5380v7883v~6616	1
3540v~473^~7902v6905^6524^~4738v5214^~1714^~1648^~4645	0
~8279v4961^7178^~8883	0
~2735^7040v3414^~4422^7450^3107^~1885v~5346^~9201^1110v~1736^6321^8576^1160^~7214	0
~5277^9446	0
~887^~4901^~7977^2240^~8176v~1715^~9599^4144v6235^6305^7417^317^~1748	0
5671^~5744^4053^~2888^~947v~7155^~7518^~8713^107^4876	0
~9251^~7031^7991^7286^~1505v206^1930^3859^~4150	0
~4903v4474^3672^5062^~9153	1
~4619^6198^3461^7216v~454^138^2466v~766v~572v~7892^~8106	1
~6886^2524^9573^4693v3904^9908v~2428^~2995	1
7271^~1451^~767^~7202^7208v1970^3484^~434^3789^~4786	0
4900^~4929^502^~4344v~2403^3429	0
382^~410^8044^~4667^~6136	0
5553^~605^~5996^~6978^~2567v~4772^5531^9531^7450^~2054	0
7291^~37v2117	1
197^2304^~3413v1897v8452^9604^4133^7526^1202v1765^~4518^1325^~9002^5604	1
~9921^3515^~5654v9979v4663^8027v4385^~7038^6116^2972	1
~2064^1250^~9563v~2652^~6412v~7204	0
75^~702^~6935v4808v~4493^~1811v~1926^~2583^9287^~8869v~7171	0
2581^4922v~8685^4986	0
~1516^~6409	0
1650v3499^~7974^~3666^~9761v~4710^9852^~1270v~1807^7559^8653^6597	0
~1791v~4223^9859^2124^~7441^9718v~751^2405^5962^599v5771	1
~6601^~4064^~928v~1934v~2376v~4686^6694^~1903^~2254^407v~4361	1
8034^~9961^~3809^6243v1875^6924	0
~2867^5525^~2300^~3356^~919	0
7843^~127^~4672^~8051^~9212v~3249^~6692^~9365^3395	0
~3507^~6875^3987^6351^~9801	0
~6901^~4908^~8299v~7282^5359^~9948v~6706^~9314	1
~8398^3487v6718^2629^~6522^9551v789^~2815^6794	0
1341^~430^~2409v6604^~1915^3355^~4674^8477v1787^~8473^~8877^8770	0
6989^~2877^~7801^5180^~5049v5560^5638^~674	0
~2244^~2385^8860^1700v4715^6717^2126^655^~2088v~6658^3644^4021v~2989^~2271v8345^~8582^~7240	0
894^699	1
534v~1999^3563^7738^9422v3944^~3674^~5952^~4443^1808v9843^3574^7007^1853v~3886^~7638^1815^~403^~1191	0
4581v~8711v2147^~1671^~6457^~9555^~8833	1
~6670^~9705^4817^3704v8846^8065	0
~3421v5971^2426^~3286v2329^~7605^748v3848^8431^~2415^~8602^~9472v~1355	0
3506^4924	1
7975^7635	1
~1705	1
4788v1471^~1485^7689v7031	1
~9864^~9191v4426	0
8662^~4941v5578^3463^511^~361	0
~8382^7950v8341^8116^~1490^4272^~3139	0
4534^1661^~3770^4979^~8739	0
1783v8647^~593^939^~987^~300	0
8687v~4993^7852	1
~5533^~2351^8079^~222^~9491v2287^1872v~3740	1
3163^~3682^~9939	0
~2396^4583^~8392^~6606^3928v~1554^~8095^~7659v~9424^3350^4338v~2197^1626^5222v3984^~1398^~3106^9524	0
~8579^~933^2212^9040^3899v5430^5680v1993^7348v7825^5900^2634^~5099^~2094v8153^3872^~9906	1
~8355^56^~7427v~2370^6409^3365^~9054^~2013	0
~809^~2913^2186^~3696^~697v937^8112^3283^~5632	0
~2754v~444^1297v~8740^~7949^6935^7465v4041v1008^~4504^~2920	1
~5576^~7675^~1632^273^~7297v6462^8303v~5481v682^~36^~3357^~2521	1
~22v~6353^~3905v~5808^4492^6413v9416^~1055^~904^4332v~9009^1768^~2140^~5709^8858	0
4871^9149^~745^1040^4216v5032^8785^~666^~5469	1
~9251^5408^~8071	1
~1705^3027^~7048^4804^~3342v532^~1565^~4134^9438v~6832^4170^~9492^4027v3666^6121^6716^~5777	0
~9544^~4925^~4591^3977^2367v4536^6851^~4406v~8173^6521	1
~9975^6853^~6191^5856v6775v3392^~5472^~1163^~5841v282^~5548v1356	1
~1795^1846^~9652^~4459^5157	0
~8557^~8830^~8257^~5643v~7369^~2192^~9823^1253v8808^5596^~7183^~4046v1709^~4550^~9644^~1124v40^6679^7816	1
~5952^~8765^5306^6863^7237v958v6221v2005^6281v5563	1
~6168^601^~9234v4240v2354v1417^~786^~1686	1
8427^~8981^2637^2174^8034	0
6514^2964^~4363v909^~5638v~5306^7822v~5804^~6764^1893^3409	0
~9721v6457v5071^~3676^~8053v7921^~7001^2540v~1438	1
2846^~3783^4411^1553v~2350^7893^7518^~6948v~7891^6041^~8982^5151^8356v~930	0
7291^~6667^9776^~5696^~3643v~8380^861^9794	0
3656	0
~6567v3978^6677^~1040v~829v~3993^~3045^3688^6606v1157^5671^~9462^~9821^~2739	1
~107^~6945^5216	0
~9477^591v~3561^1872^8101^~6642^7004v9345^4155	0
8769^4738^7442^~6504v3573^~5441^6532	0
~3369^1731^~1042^~8533^8750v4144^9321^~5193^~845	0
263^~5597^1049^~8718	0
8752^4256^4577^3833v~146	1
5429^~4138^8827v7832^87^~3132^9453^5106	0
3614^5423^~6057^~2425^~7048v~6986^6385^~3599v~2684^~5166^1214^89^~675	0
~3062^4689v2471^~573^9804^~553^~9814	0
~684^~2195^2547	0
~9319^8580	0
9240^~1393^~2669v~7610v~2882^7552^3927v9118^8398^~6840^~5308v9030^~4871^6193	1
4721^5192^~6461	0
3490^~3410^110^~2379^~7239	0
3628^~4152^~6696^~4729v~3537^5271^1095^5027	0
~2494^7120v9693^~6317^381^6839v~3882^1526^~4094^~1621v~25^718^~4766^1992^~1386v7631^4638^670^6546	0
8703^8861v3622v~749^~7208^~4410^~9558v8166^~8492^7244^~3207^~3905	1
2056^~3233^~5774^5126^6231v2710^~2033^6749^4464^~4616v3964^~1327^7953^6920^~7155v8499^~2425^~2052^1610	0
~6647^9863^2716^~4859v~4103^~9377^9756^4280^8050	0
~134^~1422^3716^~5729v4784^5169v1266^2420^2716v~6741^4666^~983	0
~3615^~3955^3937^~9535v3109	1
653^5988^~7664^~3935	0
~6590^~2633^7109^~1565v~3345^4649^149^~4943^~6314v~4959^2346^6488	0
2015^297^4234^~8976^~2120v~1570v4521^5590^~5915^7584	0
~604^~322^3511^5246^~1946v3441^~3209v~8188^6648^7155^3841^4391v2552^4341^3723^~7263^9687	0
1035^~7038^~9527^~4029^8583v2341^3296^8628^5288^~5084v1543^~9549v3145^3201v5848^4195^~9621^1461^~6698	0
2305^~3479v7533^3633^~8535^~9953	0
~9009^~5328	1
~1252^~1430^1909v5134^990v4063	1
~9638v6895^3703^~7777v1987^6983v3919^173^377^~9375v~1766^~1594^~2711^4775^651	1
~4981v~7977v~513^~4152^1253^~2965^~5911v~2639^8360^5120	1
3039^6537^~9270^~4811^~7039	0
1359^8440^8573^9885^3781	0
~7498	1
~9213	0
~3929^848^8247^9339v~7596^4310^7275^7061^~3524v~5395^~9793	0
5101^~4986^~5791^~642	0
5577^~3003^~7204^~7245^643v5944v~246^~9581^5000^~3307^~3446	0
~5146^222v8877^9466^965^2582	1
6996^8658^6211	0
~4509^~3042	1
~2619v5581^~4717^9048v~4470^~1866^~2007^5704v~7717^~6658	1
~947^~5959^2135v5134^763^~3077^6350v~9166^~4101v6641^~2872^7752	1
~2016^7477	0
3715^~8231^~8716	0
5520^~6008^~5712	0
3236^~2255^2091^~7833^~9557v~7867^~9247^3270v~2104^~3002^5826v~9495^~7024^9792^~1989^7955	0
2058^8572^764^1873	0
3667^6291^5823^~335v~8019^2090^~3177^~9575v2430^5957^~1851^8100v~2548^~6952v~2540^~6149^~8564	1
~407^~8980^4911^~9553^8862	0
~1277^~420^6948^66v6514	1
1627^~7345^~3427^2182^~673v~8201^9781v9253^~1923^6115^~9712v3291^~3507^~6152^8663^~3680v9518^3291	0
7235^3728^~595^~133v1855^~1431^1223^~7540^6193	0
~6709^~5090v8818^2250^9244^6964^~3440v9313^7808v7363^1457	1
~3724^~9392v~950	1
~9892^~294^~6472	1
6520^362^~6844^~1056^7473v~1711^5085v5414	0
~1678^8571	0
~7956^~4181v6304^7589v~9606^~9936^~1505v~1096v4978	1
2888^~3593^4716v3541^~5262v~8853^4257v9823^~9777	1
1591^~9532v1598v~4539^~5136^~5848	1
~9366^6218v748^7267^3670v~2453^~5669	1
6108^6540^~834^7375	0
~8593^9563v8830^~3890^~3021^~7156^529	0
3078v5118v~5896^5634^6443^~8530v~6785^~1808^3172^~3792^3361	1
~3847^3519^~3803v1809^~720^7379^~2868v6657^2138v~873^~5539	1
~2398^8129^8639^8841^~8903	0
~6405^484^2217^7078v~3025^~7456^1938^1146v7150^2837^~7471^4380^2901v8318^~5826^2297^~2862^~9889v~9747^8950^5462^8930	1
~8180^640	0
~2094^~227^~9456^~6660^~6899v~4796^~619^819^2533^~8789	0
3399^~6819^5533^3771	0
~9554^~9968v~855^3437v~279v~5107^7314^~4883^8088^~4115v5924^3707^6721^6776^~2557	1
~7338^1932v810v4277^~732^4246^6816	1
369v7586^490^~9878^~3911v162^9778	0
1656^3115^462^2215v~9618^~1446^1885^9220^~2677	1
~2524	1
4962^4082v4604^~4583^3108^~1850v~6402^~8201^~81^~3821^8085	0
~9543^3756^~9194^~3747v~2131^7977^9945^~9611^5221v~6672^~3114v~3317	1
~424^~4562v3757v4485^~7645^~6179v~8949^~930^~6899v604^~7908^~7601^~2665^~1233	1
3233^9299^3001v7999^~9099^2886^2686^~692v8132v~9031^8839	1
6148^~4124^~5556^57^7588v1054v552^~7286^~3863v~1954^~6603	1
~9388v6397^2205^5^7005^9097	1
~7343^~7427^9670	0
~348^5960^~5743v2700^~1904^3726^~4008^~2377v7655^1156^4201^~3781v6964^6319^1329^56^~8071v7419^~6057^~8148^~9811	0
~46^4581^7520^~9229^~4122v2214^~7172v9028^7386	0
~513v~5279^2992^~2413v6930^1451^827^~353	1
~9397^3654^~533^2809^~3628v4310^6913v~7320^~4468^~8608v1145^7478^~1478	0
7669^~2878v6324v~5390^~8113^~6482^~1800^4712	1
~4038v~3927^~4310^8767^~9720^~7627v4613^~4551^410v~8362^4108	1
~6298^4538v~2555^1465^~5846^~4378^3456v8038^5986^~5933v280	0
2001^9704v9022^1894^9633^~9218^8602v7430^~6388^5538^~1008	0
8570^902^~752v~3436^3316v2549^~881^~2064^627v~3453v~3540^~2894^~193^2436^~8896	1
2127^~3584^~2780v~7619^8945^8965^~4781v2042^4268^~9737v3453	1
363^~8757^~2513^~906^~4341	0
4347^~1439^8178^9302^~3055v~9291^5349v539^23^~1913^~8191^1163v7267^3230^249^~563^997v9241^~4511^~3217	1
~5406^~1586^4394v3618^~9885^~4890^8177^~6067v7816	0
~655	1
1316^1390^~3740^~2481v1893^7909^~4740v9034^~3086	0
7897^~9899^514^~8977^7967v~8005^8527v6537^8758^~6730^~236^2445v136^4642^~1293	1
~9098v~5913^2507v~8484^~1796^9235^~5063^2233v~9404	1
5595v~4488	1
7427v9827	1
211v5169^4267^5007v~3453^8833	1
~4477	0
~8537^~517^~4928^5627v~154v~354v4146	1
3987^~6302^2123v1863^549^~4348^6320^426	0
2167^~8730^8023^~4210v~9002^3015^~194^~5625	0
~8089v~3816^588^273v1598^~1336^~387^9753^~6150v1009v5830^6617	1
~5681v704^4191^308^~8628^~2444v~7038^8992^9465^9963^~1251v~739	1
9619^8833v~529^~3589^~746^~5772^~9320v5272^8354v~8300^~8837v~9044^~3615	1
6458^~3151^9193v6639^~1758^5061^2149^3522v1030^3771^3214^6751v~5985^~5695^8979v9236^~726^6776^~6951^859	0
~6284^~9704^~6578^~731^~9367v2516^335^~6563	0
~8164	0
7972v~6470^9187v~5159^1666^~4438	0
3392^~3640^4147^5898v~7323^~7981^1821v~8336v~9162^1400v3352^~3399^~9220	0
~5502	1
8256^~9425v~9109v9886^8470v~7012^6460	1
~6303^~1764v5307v3495^902^1211v4699v7508^~3808^4254	0
4858	0
2919^~4328^4593v~4349^~450^~6261^2873^~6404v~2619^~6315^~9529^~3349v4904	1
~2933^~8323^~4427v~1428^4733^4924v4109^~3983	1
~2353^2492^2310^~5916^~8723	0
~7920^4009^1993^~6900^6263v~3648^~239v~7814^3834^~7444^6632^2410	1
~3828^~8151	0
60^~1035^8799v~4995^~528v~572	1
2548^~1381^~489	0
~4232^3885^7925v8931^~6869v409^~1175^5840^4901	1
~9748v2816^856^1974v2226v~8352^~9383^8888v~8838	1
1976^~2474^~4060v3616^~7082^6110^~9849^~8026	0
~9254^2283^~8493^~7050v5743^~7258^~1578^4601v126v~3719^~6652^~527v~7370^8127^~444^3923	0
8639v5623^~5644v~949^~3368^2862^5697v~2334^5840^406^7375	1
2864^4297^~7926^4837^~6885v~611^~8874v271^~5116^8649v967^8623^4742v6838^9034	0
7400v6201v~3699^~7617^~708	1
~605^~1676^~4192^~1813^~3287v863v144v7842^~1947^2597^6697v1821^2439^5918^8840	1
~2095^~5366^5648^39^758v~7787^~9006^3147^~7405^6989v~1638^6079^~9321^~640^8556v2187^5270^~771^~5596^~1825v3393^~1904^344^991	0
7964	1
~8528^4889^~398^~8623^4761v~2933^~7790^186v6571^5670^~9626v~2481^4561v~446	1
~341^1544	1
~7022^5923^9362^5244^~6961	0
~6360^~6183^~8080^3988v8965	1
~2510v~1088^8989^2472	0
~5436^3346^~3821^2011^~8935	0
~2260^~2597v~4225^~147v~5059^4845^5870v~7860^2508v~864^8427	1
~1927^7780^7389^389v~9630^3633^8488v~1304	1
